Shelfmark,Contents,Link to Digitised Manuscripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra A VI,"Donatus, Ars maior; Interrogationes; a poem on Gregory the Great attributed to John the Deacon ; De formis qualiter causarum; Croniques de London, covering the years 1259–1343",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_A_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra A VII,"Anonymous, treatise on the singing of the psalms (fragment); Chronicle from the conception of Christ until 1062; Chronicle of Tewkesbury Abbey, AD 1–1062, 1066–1263 (imperfect); Cartulary of Tewkesbury Abbey; Helperic of Auxerre, De computo; Anonymous, Collatio compoti Romani et Arabici; Herman of Reichenau, Computus abbreviates; computistical argumenta",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_A_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra B I,Life of Gilbert of Sempringham,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_B_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra B XIII,"Old English homilies and other liturgy; the earliest Vita S Dunstani and a rhymed responsory for an office for Gregory the Great; history of the kings of Britain and England attributed to Peter of Ickham, with continuations",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_B_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra C VI,Ancrene Riwle; songs and prayers; a leaf from a Book of Hours ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_C_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra C VIII,"Prudentius, Psychomachia and various canon law texts",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_C_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra D I,"Vitruvius, Vegetius, Solinus
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_D_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Cleopatra F II,Papers relating to ecclesiastical jurisdiction,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Cleopatra_F_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A I,"Bede the Venerable, De natura rerum (excerpt); Isidore of Seville, De natura rerum; a glossary to Abbo of Saint-Germain-des-Prés's Bella Parisiace urbis, book 3 followed by glosses on a commentary on Priscian's Institutio de nomine, pronomine et verbo; Computistical tables; a commentary on Priscian's Institutio de nomine, pronomine et verbo; Bede, De die iudicii; a Latin colophon of three hexameters, a recipe in Old English and a list of books; Gerald of Wales, Itinerarium Cambriae; Gerald of Wales Descriptio Cambriae; Gerald of Wales, Retractationes; Gerald of Wales Catalogus brevior librorum suorum; Annales Cambriae; a Life of David fitz Gerald (Vita David secundi); Cognacio Brychan",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A II,"John Somer, Chronicle; computistical tables; Battle Chronicle; Liber de Situ Ecclesie Belli; an untitled Chronicle to AD 1292; Chronicles of the Brut; a summary of Anglo-Scottish affairs",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A IX,"Alphabets; Dionysius Exiguus, computistical letter addressed to Boniface and Bonus; fragment of an Anglo-Saxon Chronicle, AD 1113–1114 (imperfect); Runic alphabet; extracts from the Old English translation of Bede, Historia ecclesiastica gentis Anglorum; runic alphabet; Aldhelm, Epistola ad Heahfridum; Verses on the calendar and other computistical notes; Revelatio beate Hildegardis; (?)John Thwing of Bridlington, Versus prophetiales, with commentary by John Ergome; Verse account of those who discovered the Holy Cross; memorandum on King Edward IV of England (1461–1470, 1471–1483); names of the lordships held by the duke of York; Augustine of Hippo, Enchiridion",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A VII,Gospel extracts; ‘Durham Liber Vitae’ ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A VIII,"Libellus de primo Saxonum aduentu; Letter of Pope Paschal II; Concordat of Worms; Planctus of Oedipus; Hildebert of Le Mans, De sancta Trinitate; Chronicle from Noah to Louis the Pious; Anglo-Saxon Chronicle, F-text; Robert de Torigni, Chronicle, AD 1153–1179 (imperfect); Quadripartitus (imperfect); Henry of Huntingdon, De contemptu mundi (Historia Anglorum, book viii), Coronation charter of King Henry I of England (imperfect); List of Welsh cantrefi, Aelred of Rievaulx, Genealogia regum Anglorum (imperfect), Genealogical chronicle of the dukes of Normandy and kings of England, Memorandum of the children of King Edward II of England, Memorandum of the battles fought under King Edward III of England; Gloucester Chronicle and record of grants to St Peter’s Abbey, Gloucester; Scutum Dei triangulum; Abecedarium; Calendar; Letter of William Spring",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A XII,"Chronicle from Brutus to AD 1335/6; Cronica de Kirkstall; Ivo of Chartres, Sermo de Dedicatione Ecclesie; Sermo de Sacramentis Neophitorum",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A XVII,"Psalter (‘Psalter of Henry VI’) 
Nowell, map of England and Ireland, A-S Altas of England",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_XVII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Domitian A XVIII,"Treatises on English royal coronation and funeral rites; transcriptions of chronicles and other historical material, including maps by Laurence Nowell; Bernard André's Life of King Henry VII; treatises on heraldry",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Domitian_A_XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina A IX,Homilies,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_A_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina A V,"Letters of the Chancellor of the University of Oxford and the archbishop of Canterbury; petitions of the clergy of the province of Canterbury; a letter of Pope John XXII; sermons on the Seven Deadly Sins, the Ascension (macaronic), and All Saints; Richard Rolle, Emendatio vitae; Symeon of Durham, Libellus de exordio atque procursu istius, hoc est Dunhelmensis, ecclesie; Pseudo-Jerome, De Quindecim Signis ante Diem Iudicii; anonymous, Liber de Antichristo; sermons on the Assumption of Mary and Luke 12.12 (partially macaronic)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_A_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina A X,"Ælfric, Grammar (imperfect); Ælfric, Glossary; proverbs and maxims; grammatical dialogue; Old English translation of the Rule of St Benedict; account known as 'King Edgar's Establishment of the Monasteries' (incomplete) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_A_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina A XI,"Discourse on the marriage of Edward Seymour, Earl of Hertford, and Lady Katherine Grey",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_A_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina B III,Fraunceys's Cartulary for Peterborough Abbey; List of Roman and Byzantine emperors to Constantine V (d. 775); Regularis Concordia; Life of St Edith; Chronicle of Wilton Abbey; Life of St Æthelthryth; ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_B_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina B IX,Chronicle of Melrose,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_B_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Faustina C I,"Cartulary of Huntingdon Priory; Rhigyfarch ap Sulien, Planctus; Cicero, In Somnium Scipionis; Macrobius, Commentarii in Somnium Scipionis; Rhigyfarch ap Sulien, De messe infelici; Chronicle of World History, AM 1–AD 750; The Rule of St Benedict",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Faustina_C_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba A XIV,Prayerbook,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_A_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba A XVIII,‘Æthelstan Psalter’ or ‘Galba Psalter’,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_A_XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba B III,"Records and papers concerning England and Burgundy, 1510–1515",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_B_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba B V,"Records and papers concerning England and Burgundy, 1516–1519",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_B_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba B VI,"Records and papers concerning England and Burgundy, 1518–1521",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_B_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba B VIII,"Correspondence and papers concerning England and Burgundy, 1514–1525",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_B_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba B X,"Records and papers concerning England and Burgundy, 1531–1546",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_B_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba B XI/1,Records and papers concerning England and Burgundy,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_B_XI/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba C I,"Records and papers concerning England and the Low Countries, 1558-1564",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_C_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba C II,"Records and papers concerning England and the Low Countries, 1564–1567",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_C_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba C III,"Records and papers concerning England and the Low Countries, 1566–1570",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_C_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba C V,"Records and papers concerning England and the Low Countries, 1574-1576",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_C_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba C VII,"Records and papers concerning England and the Low Countries, 1580–1584",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_C_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D IV,"Records and papers concerning England and the Low Countries, 1589",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D IX,"Records and papers concerning England and the Low Countries, 1592",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D V,"Records and papers concerning England and the Low Countries, 1589",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D X,"Records and papers concerning England and the Low Countries, 1593–1594",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D XI,"Records and papers concerning England and the Low Countries, 1595",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D XII,"Records and papers concerning England and the Low Countries, 1596-1607",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba D XIII,"Records and papers concerning England and Germany, 1558–1603",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_D_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Galba E IV,Memoriale Multorum Henrici Prioris; a collection of scientific texts,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Galba_E_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius A II,"Bede, De temporum ratione; Ælfric, Grammar and Glossary; Disticha Catonis",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_A_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius A VI,Julius Calendar,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_A_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius A VII,"Chronicle of the Kings of Mann and the Isles; John of Salisbury, Entheticus in Policraticum; verse miscellanies; Revelatio sancti Michaelis in Monte Tumba, etc ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_A_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius A X,Hagiography pertaining to St Oswine; Old English Martyrology,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_A_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius B XIII,"Hugh of Saint-Victor, Chronicle; Chronicle of Melrose Abbey, AD 1-249; Gerald of Wales, De principis instructione",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_B_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius C III,A collection of original letters addressed to Sir Robert Bruce Cotton,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_C_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius D III,"Cartulary of St Albans Abbey; Ralph of Dunstable, Vita Sancti Albani; Golliardic stanzas; Anonymous, Versus de Motu et Pena Peccandi; Versus de Mensibus Anni; Versus de Virtutibus Imitandis et Earum Distinctionibus; Vita Beati Thome Martiris Archiepiscopi Cantuariensis; Hildebert of Lavardin, Biblical Epigrams; Alain de Lille, Anticlaudianus (excerpt)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_D_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius D IX,South English Legendary,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_D_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius D VII,"John of Wallingford, Collectanea",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_D_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius D VII/1,"Matthew Paris, Map of Britain",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_D_VII/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius E IV/3,"The Pageants of Richard Beauchamp, Earl of Warwick",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_E_IV/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Julius E VII,"Ælfric, Lives of Saints; Ælfric, Interrogationes Sigewulfi in Genesin; De falsis diis ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Julius_E_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero A I,"Early modern index; Anglo-Saxon law codes I Cnut, II Cnut, II-III Edgar, the law codes of Alfred and of Ine (imperfect), Romscot, and Judex; completion of the law codes of Alfred and of Ine by John Joscelyn (d. 1603); Wulfstan of York, Institutes of Polity; Wulfstan of York, Homilies, including Sermo lupi ad Anglos; other additions, including an Easter table, the law codes I Æthelstan, I Edmund (imperfect), III Edgar (imperfect), V Æthelred; a law code beginning 'Godes grið', in the style of Wulfstan of York; VIII Æthelred; excerpts on the role of a bishop, (imperfect); Excerptiones Pseudo-Ecgberti; excerpts on canon law; hymn; sermons by Abbo of Saint-Germain-des-Prés ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_A_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero A II,"Pseudo-Jerome, The Psalter of St Jerome (fragment); Leaf from a Book of Hours, reused as a Cottonian frontispiece; Kalendar; Computistical texts; Hymns and prayers; Sermons; Augustine, De Fide Catholica (Sermon 233); De Litteris; Chronicle from Creation to 728; Augustine, Sermo de Symbolo (excerpt); Origin, In Lucam homiliae (excerpt Sermon 12); Ratio de cursus; Fortunatianus of Aquileia, Commentary on the Gospels (excerpts); John Cassian, Collationes (excerpt); Jerome, Contra Vigilantium; Defensor of Ligugé, Liber scintillarum (imperfect); Bede the Venerable, Historia ecclesiastica gentis Anglorum (excerpt); Anonymous, Translatio et miracula sancti Cuthberti (imperfect); Excerpta de vita et miraculis Sancti Cuthberti",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_A_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero A V,"Philippe de Thaon, Comput; Bestiare; Elias of Evesham, Quadrilogus de vita sancti Thome Cantuariensis",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_A_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero A VII,"Lanfranc, Epistolae; Anselm of Cantebury, Epistolae; Henry of Saltrey, Tractatus de Purgatorio Sancti Patricii; Alexander of Canterbury, Liber ex Dictis Beati Anselmi; Bretha Nemed toísech",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_A_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero A XIV,Ancrene Riwle (Ancrene Wisse); On god ureisun of ure lefdi and other prayers,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_A_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero B VII,"Records and papers concerning England and Italy, 1371-1612",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_B_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero C IV,The 'Winchester Psalter’ or ‘Psalter of Henry of Blois’ ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_nero_c_iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero C V,"Marianus Scottus, Chronicon; computistical tables and texts; Bartholomew de Cotton, Historia Anglicana; a bull of Pope Gregory X addressed to the bishops of London and Ely",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_C_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero C VII,Life of Augustine of Canterbury; other Passions and Vitae; Chronicles and various documents of abbeys.,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_C_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero C X,Diary of Edward VI,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_C_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero D I,"Matthew Paris, miscellany",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_D_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero D II,"Chronicle of Rochester Cathedral Priory, List of donations to Holme St Benets Priory, John of Oxnead Chronicle, Chronicle of Battle Abbey, miscellaneous historical and heraldic texts, Robert Grosseteste, Constitutiones, Jean Froissart, Chroniques. 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_D_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero D IV,Lindisfarne Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_D_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero D IX,"Antoine de La Sale (Salle), Le Petit Jehan de Saintré; Rasse de Brunhamel, Floridan et Elvide",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_D_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero D VIII,Cotton MS Nero D VIII,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_D_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero E I/1,Legendary,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_E_I/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Nero E I/2,Legendary,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Nero_E_I/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Otho A VI,"Old English prose and verse translation of Boethius's De consolatione philosophiae; Aelred of Rievaulx, Vita Sancti Edwardi Regis et Confessoris; fragment of an account of a pilgrimage to St Edward the Confessor's shrine",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Otho_A_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Otho A XII/1,Transcript of Asser,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Otho_A_XII/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Otho B II,"Gregory the Great, Regula Pastoralis (imperfect)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Otho_B_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Otho C I/1,Gospel-book in Old English; bull of Pope Sergius,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Otho_C_I/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Otho C I/2,Old English translation of parts of Gregory the Great's Dialogi; Old English translations of three Lives from Vitas patrum; letter of Boniface to Eadburga; a homily; three homilies of Ælfric (imperfect),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Otho_C_I/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton MS Otho C V,Cambridge-London Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Cotton_MS_Otho_C_V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
